1000	北京
1100	天津
2900	上海
6500	重庆
1200	河北
4900	河南
4500	山东
1600	山西
2600	黑龙江
2400	吉林
2200	辽宁
3000	江苏
3300	浙江
3600	安徽
3900	福建
4200	江西
5200	湖北
5500	湖南
5800	广东
6100	广西
6400	海南
6500	四川
7300	云南
7900	陕西
8200	甘肃
8500	青海
9000	台湾
1900	内蒙古
8700	宁夏
8800	新疆
7700	西藏
7000	贵州
9100	香港
9200	澳门
0000	未知
